dest05 to dest07  	  90.2	84.0605	    5498	1587.4	 1836.8		  90.2	84.3678	   44051	10704.6	10955.2	
dest05 to dest08  	118.76	111.03	    6550	1869.8	 2212.2		118.76	111.03	   45105	11232.6	11545.2	
dest05 to dest09  	146.32	139.074	   18614	  5638	 6058.4		146.32	139.79	   60933	14789.6	  15218	
dest06 to dest01  	192.88	182.514	   39018	11993.6	  12555		192.88	183.449	   67478	16329.2	16862.2	
dest06 to dest02  	135.32	128.193	   26803	8145.4	 8604.4		135.32	128.193	   67285	16342.6	16780.6	
dest06 to dest03  	121.24	115.514	   15631	4612.4	 4947.2		121.08	115.498	   62788	 15538	15873.4	
dest06 to dest04  	 82.64	77.9389	    5806	1637.8	 1873.6		 82.64	77.9389	   35529	8619.4	 8844.4	
dest06 to dest05  	 44.24	41.4073	    2455	 599.6	  758.4		 44.24	41.4073	   13492	3259.8	 3419.4	
dest06 to dest07  	 48.12	44.8152	    1688	   444	  555.2		 48.12	44.8152	    8923	2190.4	 2292.2	
dest06 to dest08  	 76.68	71.4742	    2693	 700.4	  878.4		 76.68	71.4742	   12700	3104.2	 3268.2	
dest06 to dest09  	160.84	152.162	   28637	8748.4	 9234.6		160.84	152.879	   67478	 16396	16865.2	
dest07 to dest01  	155.32	147.275	   17278	5189.2	   5565		   155	147.453	   52313	12627.6	12976.2	
dest07 to dest02  	108.96	105.341	   13146	3524.2	 3833.6		108.96	105.765	   55616	13476.4	13771.8	
dest07 to dest03  	123.44	120.568	    9001	  2658	 3007.6		123.32	120.812	   57447	13870.2	14225.6	
dest07 to dest04  	116.48	112.896	   11093	3320.2	 3594.4		116.48	112.896	   58024	14329.2	14610.6	
dest07 to dest05  	  90.2	84.0767	    7216	2146.8	 2410.8		  90.2	84.0767	   42278	10224.2	10487.6	
dest07 to dest06  	 48.12	44.8152	    1822	 480.8	  591.6		 48.12	44.8152	   12068	2956.8	 3070.6	
dest07 to dest08  	 28.64	26.6593	     861	 225.8	    290		 28.64	26.6593	    2417	   598	    655	
dest07 to dest09  	122.96	116.973	   12353	3671.6	 3961.6		122.96	116.891	   47789	11530.8	11809.4	
dest08 to dest01  	179.52	171.156	   32221	10146.8	10599.8		179.52	171.156	   64221	15531.4	15960.8	
dest08 to dest02  	133.48	130.152	   29325	  8812	 9335.8		133.48	130.152	   64387	15662.4	16187.4	
dest08 to dest03  	148.56	144.259	   25004	7715.2	 8241.2		148.44	145.229	   68193	 16532	17130.6	
dest08 to dest04  	 141.6	137.174	   23873	7288.8	   7783		 141.6	137.174	   63634	15738.6	16308.2	
dest08 to dest05  	118.76	110.749	    9141	2689.2	 3022.6		118.76	110.749	   57322	 13881	14219.8	
dest08 to dest06  	 76.68	71.4742	    2884	 758.8	  934.8		 76.68	71.4742	   19125	4659.4	 4848.2	
dest08 to dest07  	 28.64	26.6593	     881	 239.2	  302.2		 28.64	26.6593	    4032	1003.6	 1068.2	
dest08 to dest09  	147.48	140.593	   25239	7649.2	 8008.8		147.48	140.593	   63568	15406.8	15769.8	
dest09 to dest01  	 32.12	30.1118	    2690	 834.8	  934.8		 32.12	30.1118	    5039	1196.6	 1273.8	
dest09 to dest02  	 66.16	62.2558	    5552	  1652	 1814.4		 66.16	62.2558	   33991	8220.6	 8384.2	
dest09 to dest03  	   122	114.22	   11933	3587.2	 3926.8		   122	114.22	   61619	15014.4	15367.2	
dest09 to dest04  	137.12	130.404	   20421	6216.2	   6632		137.12	130.11	   63351	15419.8	  15740	
dest09 to dest05  	146.44	138.735	   13338	3796.6	 4103.2		146.32	138.927	   63418	 15396	15708.2	
dest09 to dest06  	160.84	152.248	   15507	4398.4	   4833		160.84	152.773	   64807	15726.6	16073.2	
dest09 to dest07  	123.12	116.659	   11495	  3360	 3706.6		122.96	117.443	   61938	15615.8	15868.4	
dest09 to dest08  	 147.8	140.072	   15880	4657.2	 5011.4		147.48	140.908	   61689	14994.8	  15297	
