dest03 to dest05  	 79.68	75.5593	    1332	 377.4	  458.4		 79.36	75.5593	    6988	1676.2	 1757.6	
dest03 to dest06  	122.88	116.159	    2811	 813.2	  948.4		122.56	116.253	   10807	2591.2	 2714.2	
dest03 to dest07  	124.32	122.336	    2570	 741.8	  903.6		124.32	122.656	   11788	2862.6	 3023.2	
dest03 to dest08  	150.08	146.76	    2705	   804	    989		149.76	146.76	   11769	2823.8	 3004.6	
dest03 to dest09  	122.56	114.884	    1682	   460	  583.6		122.56	114.884	    9387	2251.6	 2390.2	
dest04 to dest01  	165.04	155.657	    3391	   968	 1138.8		164.72	155.657	   11357	2692.4	 2862.2	
dest04 to dest02  	 92.72	87.7015	    1714	 490.4	  583.8		  92.4	87.7015	   10196	2436.8	 2531.2	
dest04 to dest03  	  42.8	40.7796	     696	 192.4	  236.2		  42.8	40.7796	    2553	   606	  649.6	
dest04 to dest05  	 40.24	37.5453	     401	 116.8	  160.4		 40.24	37.5453	    1980	   480	  520.4	
dest04 to dest06  	 83.44	78.1995	    1481	 413.8	  496.4		 83.44	78.2388	    4061	   985	 1071.8	
dest04 to dest07  	116.96	113.89	    2318	 683.6	    862		116.96	113.89	   11235	2753.2	 2908.6	
dest04 to dest08  	 142.4	138.097	    2351	 712.6	  902.2		 142.4	137.994	   11218	2805.8	 2981.4	
dest04 to dest09  	137.84	130.124	    3053	 849.6	 1006.6		137.84	130.117	   11595	2855.6	 3023.2	
dest05 to dest01  	 180.4	170.339	    6305	1913.6	 2100.2		179.92	170.987	   12217	3119.6	 3295.4	
dest05 to dest02  	121.76	115.461	    4555	1361.6	 1485.2		121.76	115.515	   12286	2968.2	 3110.4	
dest05 to dest03  	    80	75.8704	    1675	 476.8	  554.8		 79.36	75.6078	    6650	1575.2	 1653.8	
dest05 to dest04  	 40.24	37.6247	     448	 114.8	  157.6		 40.24	37.6247	    2486	 617.4	  659.6	
dest05 to dest06  	 44.32	41.1509	     638	   164	  216.4		 44.32	41.1509	    1917	 469.8	  518.2	
dest05 to dest07  	 90.48	84.5231	    1166	 325.4	  415.6		 90.48	84.5231	    8586	2092.2	   2183	
dest05 to dest08  	119.04	111.244	    1262	   361	  478.8		119.04	111.244	    8781	2146.2	 2274.8	
dest05 to dest09  	147.76	140.038	    4069	1211.8	 1366.4		147.76	140.625	   12032	2902.2	 3037.6	
dest06 to dest01  	195.52	183.963	    8080	2440.8	 2650.4		 194.8	184.61	   13121	3225.8	 3418.2	
dest06 to dest02  	136.64	129.142	    5793	  1724	 1884.6		136.64	129.142	   13083	3159.2	 3318.4	
dest06 to dest03  	 123.2	116.45	    3488	 994.2	 1123.2		122.56	116.152	   12526	3011.2	 3141.8	
dest06 to dest04  	 83.44	78.5136	    1423	 389.4	  477.8		 83.44	78.5136	    7117	1703.4	 1792.2	
dest06 to dest05  	 44.32	41.2437	     666	   166	  219.8		 44.32	41.2437	    2632	   626	  680.6	
dest06 to dest07  	 47.92	44.5518	     303	  85.2	  131.6		 47.92	44.5518	    1416	 386.4	  439.6	
dest06 to dest08  	 76.48	71.2731	     495	   135	  207.4		 76.48	71.2731	    2027	 500.4	    576	
dest06 to dest09  	162.64	153.662	    6025	1816.6	 1985.2		162.64	154.248	   13121	3210.2	 3368.2	
dest07 to dest01  	156.48	149.206	    3584	1046.8	 1193.2		156.48	148.95	   10339	2505.2	 2652.2	
dest07 to dest02  	109.04	105.585	    2511	   633	  754.8		109.04	106.118	   11086	  2782	   2915	
dest07 to dest03  	124.64	121.644	    2304	 663.6	  805.8		124.32	121.954	   11511	2739.4	 2884.2	
dest07 to dest04  	116.96	113.311	    2567	 724.4	    847		116.96	113.311	   11532	2849.8	 2975.8	
dest07 to dest05  	 90.48	84.4344	    1363	 391.6	    489		 90.48	84.4344	    8148	1951.6	   2053	
dest07 to dest06  	 47.92	44.5463	     310	    88	  138.8		 47.92	44.5463	    2222	 542.4	  594.4	
dest07 to dest08  	 28.72	26.6595	     132	  35.2	   63.4		 28.72	26.6595	     307	    75	  102.8	
dest07 to dest09  	124.32	118.587	    2649	 776.8	  892.6		124.32	118.587	    9446	2278.6	 2394.8	
dest08 to dest01  	181.92	173.315	    6597	  1956	 2139.6		181.92	173.315	   12525	3000.8	 3179.8	
dest08 to dest02  	 135.2	130.178	    6103	1805.8	 1951.2		134.48	130.961	   12595	3086.8	   3269	
dest08 to dest03  	 150.8	146.611	    5356	1642.4	 1838.4		149.76	146.93	   13363	3198.8	 3397.2	
dest08 to dest04  	 142.4	138.28	    5083	  1516	 1692.6		 142.4	138.28	   12395	3015.2	 3193.2	
dest08 to dest05  	119.04	111.133	    1727	 498.8	  623.4		119.04	111.133	   11228	2773.2	 2906.2	
dest08 to dest06  	 76.48	71.2447	     524	 142.8	  216.8		 76.48	71.2447	    3334	   807	  881.8	
dest08 to dest07  	 28.72	26.6594	     136	    42	   68.6		 28.72	26.6594	     599	 148.6	  176.8	
dest08 to dest09  	149.76	142.953	    5218	1527.2	 1672.4		149.76	142.953	   12427	2965.8	   3111	
dest09 to dest01  	 32.32	30.2869	     671	 197.6	  233.6		 32.32	30.2869	    1025	 248.6	  282.8	
dest09 to dest02  	  66.8	63.0056	    1113	 309.4	  374.8		  66.8	63.0056	    7011	1694.4	 1762.4	
dest09 to dest03  	122.56	114.947	    2307	 657.6	  797.8		122.56	114.947	   12063	2878.6	 3021.6	
dest09 to dest04  	137.84	130.19	    4599	1323.8	 1472.8		137.84	130.19	   12381	2984.4	 3124.8	
dest09 to dest05  	147.76	139.613	    3083	   860	  989.6		147.76	139.925	   12354	2981.2	 3113.2	
dest09 to dest06  	162.64	153.603	    3978	1114.2	 1258.8		162.64	153.919	   12580	3003.4	 3142.6	
dest09 to dest07  	124.64	118.881	    2409	 683.6	    798		124.32	118.683	   12098	  2893	 3008.6	
dest09 to dest08  	149.76	142.476	    3102	 878.8	 1020.2		149.76	142.774	   12098	2911.2	 3047.8
